"county_code","county","office","district","party","candidate","votes","pct"
"44","Mahnomen","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","43","8.78"
"44","Mahnomen","U.S. Senate","Unexpired Term","DFL","Tina Smith","357","72.86"
"44","Mahnomen","U.S. Senate","Unexpired Term","DFL","Nick Leonard","35","7.14"
"44","Mahnomen","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","35","7.14"
"44","Mahnomen","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","5","1.02"
"44","Mahnomen","U.S. House","7","R","Dave Hughes","228","73.31"
"44","Mahnomen","U.S. House","7","R","Matt Prosch","83","26.69"
"44","Mahnomen","U.S. House","7","DFL","Collin C. Peterson","462","100.00"
"44","Mahnomen","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","38","10.64"
"44","Mahnomen","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","147","41.18"
"44","Mahnomen","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","172","48.18"
"44","Mahnomen","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","43","8.63"
"44","Mahnomen","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","175","35.14"
"44","Mahnomen","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","240","48.19"
"44","Mahnomen","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","28","5.62"
"44","Mahnomen","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","12","2.41"
"44","Mahnomen","Attorney General","","R","Doug Wardlow","110","35.03"
"44","Mahnomen","Attorney General","","R","Robert Lessard","85","27.07"
"44","Mahnomen","Attorney General","","R","Sharon Anderson","119","37.90"
"44","Mahnomen","Attorney General","","DFL","Mike Rothman","35","7.45"
"44","Mahnomen","Attorney General","","DFL","Debra Hilstrom","125","26.60"
"44","Mahnomen","Attorney General","","DFL","Matt Pelikan","44","9.36"
"44","Mahnomen","Attorney General","","DFL","Tom Foley","106","22.55"
"44","Mahnomen","Attorney General","","DFL","Keith Ellison","160","34.04"
"44","Mahnomen","County Commissioner District 3","03","NP","Larry Olson","52","37.96"
"44","Mahnomen","County Commissioner District 3","03","NP","Brad Athmann","31","22.63"
"44","Mahnomen","County Commissioner District 3","03","NP","Josh Thorpe","54","39.42"
"44","Mahnomen","County Auditor","","NP","Kevin Andring","198","21.81"
"44","Mahnomen","County Auditor","","NP","Gloria Winkler","164","18.06"
"44","Mahnomen","County Auditor","","NP","Tammy Benson","132","14.54"
"44","Mahnomen","County Auditor","","NP","Cindy Large","198","21.81"
"44","Mahnomen","County Auditor","","NP","James Lee","216","23.79"
"45","Marshall","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","36","5.24"
"45","Marshall","U.S. Senate","","R","Rae Hart Anderson","52","7.57"
"45","Marshall","U.S. Senate","","R","Jim Newberger","432","62.88"
"45","Marshall","U.S. Senate","","R","Merrill Anderson","167","24.31"
"45","Marshall","U.S. Senate","","DFL","Steve Carlson","13","2.05"
"45","Marshall","U.S. Senate","","DFL","Stephen A. Emery","20","3.15"
"45","Marshall","U.S. Senate","","DFL","Amy Klobuchar","589","92.76"
"45","Marshall","U.S. Senate","","DFL","David Robert Groves","6","0.94"
"45","Marshall","U.S. Senate","","DFL","Leonard J. Richards","7","1.10"
"45","Marshall","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","20","2.85"
"45","Marshall","U.S. Senate","Unexpired Term","R","Bob Anderson","330","47.08"
"45","Marshall","U.S. Senate","Unexpired Term","R","Karin Housley","351","50.07"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","6","1.01"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","48","8.08"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Tina Smith","449","75.59"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Nick Leonard","20","3.37"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","57","9.60"
"45","Marshall","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","14","2.36"
"45","Marshall","U.S. House","7","R","Dave Hughes","562","80.40"
"45","Marshall","U.S. House","7","R","Matt Prosch","137","19.60"
"45","Marshall","U.S. House","7","DFL","Collin C. Peterson","619","100.00"
"45","Marshall","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","38","5.12"
"45","Marshall","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","369","49.73"
"45","Marshall","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","335","45.15"
"45","Marshall","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","72","11.75"
"45","Marshall","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","297","48.45"
"45","Marshall","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","199","32.46"
"45","Marshall","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","29","4.73"
"45","Marshall","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","16","2.61"
"45","Marshall","Attorney General","","R","Doug Wardlow","357","51.59"
"45","Marshall","Attorney General","","R","Robert Lessard","163","23.55"
"45","Marshall","Attorney General","","R","Sharon Anderson","172","24.86"
"45","Marshall","Attorney General","","DFL","Mike Rothman","42","7.37"
"45","Marshall","Attorney General","","DFL","Debra Hilstrom","181","31.75"
"45","Marshall","Attorney General","","DFL","Matt Pelikan","39","6.84"
"45","Marshall","Attorney General","","DFL","Tom Foley","114","20.00"
"45","Marshall","Attorney General","","DFL","Keith Ellison","194","34.04"
"46","Martin","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","83","5.71"
"46","Martin","U.S. Senate","","R","Rae Hart Anderson","177","12.18"
"46","Martin","U.S. Senate","","R","Jim Newberger","963","66.28"
"46","Martin","U.S. Senate","","R","Merrill Anderson","230","15.83"
"46","Martin","U.S. Senate","","DFL","Steve Carlson","28","2.73"
"46","Martin","U.S. Senate","","DFL","Stephen A. Emery","21","2.05"
"46","Martin","U.S. Senate","","DFL","Amy Klobuchar","953","92.98"
"46","Martin","U.S. Senate","","DFL","David Robert Groves","14","1.37"
"46","Martin","U.S. Senate","","DFL","Leonard J. Richards","9","0.88"
"46","Martin","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","19","1.30"
"46","Martin","U.S. Senate","Unexpired Term","R","Bob Anderson","717","49.04"
"46","Martin","U.S. Senate","Unexpired Term","R","Karin Housley","726","49.66"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","15","1.52"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","66","6.69"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Tina Smith","708","71.81"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Nick Leonard","39","3.96"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","141","14.30"
"46","Martin","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","17","1.72"
"46","Martin","U.S. House","1","R","Carla Nelson","223","14.22"
"46","Martin","U.S. House","1","R","Jim Hagedorn","1228","78.32"
"46","Martin","U.S. House","1","R","Steve Williams","87","5.55"
"46","Martin","U.S. House","1","R","Andrew Candler","30","1.91"
"46","Martin","U.S. House","1","DFL","Dan Feehan","766","83.17"
"46","Martin","U.S. House","1","DFL","Colin ""Coke"" Minehart","155","16.83"
"46","Martin","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","65","4.09"
"46","Martin","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","868","54.66"
"46","Martin","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","655","41.25"
"46","Martin","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","132","12.80"
"46","Martin","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","185","17.94"
"46","Martin","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","691","67.02"
"46","Martin","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","16","1.55"
"46","Martin","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","7","0.68"
"46","Martin","Attorney General","","R","Doug Wardlow","598","40.76"
"46","Martin","Attorney General","","R","Robert Lessard","328","22.36"
"46","Martin","Attorney General","","R","Sharon Anderson","541","36.88"
"46","Martin","Attorney General","","DFL","Mike Rothman","70","7.18"
"46","Martin","Attorney General","","DFL","Debra Hilstrom","251","25.74"
"46","Martin","Attorney General","","DFL","Matt Pelikan","87","8.92"
"46","Martin","Attorney General","","DFL","Tom Foley","174","17.85"
"46","Martin","Attorney General","","DFL","Keith Ellison","393","40.31"
"46","Martin","County Commissioner District 4","04","NP","Neal Potthoff","161","19.21"
"46","Martin","County Commissioner District 4","04","NP","Richard Koons","391","46.66"
"46","Martin","County Commissioner District 4","04","NP","Dan Schmidtke","286","34.13"
"47","Meeker","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","57","4.15"
"47","Meeker","U.S. Senate","","R","Rae Hart Anderson","105","7.65"
"47","Meeker","U.S. Senate","","R","Jim Newberger","999","72.81"
"47","Meeker","U.S. Senate","","R","Merrill Anderson","211","15.38"
"47","Meeker","U.S. Senate","","DFL","Steve Carlson","21","1.79"
"47","Meeker","U.S. Senate","","DFL","Stephen A. Emery","18","1.53"
"47","Meeker","U.S. Senate","","DFL","Amy Klobuchar","1116","95.14"
"47","Meeker","U.S. Senate","","DFL","David Robert Groves","7","0.60"
"47","Meeker","U.S. Senate","","DFL","Leonard J. Richards","11","0.94"
"47","Meeker","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","22","1.58"
"47","Meeker","U.S. Senate","Unexpired Term","R","Bob Anderson","557","40.10"
"47","Meeker","U.S. Senate","Unexpired Term","R","Karin Housley","810","58.32"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","11","0.96"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","52","4.55"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Tina Smith","882","77.17"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Nick Leonard","28","2.45"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","159","13.91"
"47","Meeker","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","11","0.96"
"47","Meeker","U.S. House","7","R","Dave Hughes","1042","76.39"
"47","Meeker","U.S. House","7","R","Matt Prosch","322","23.61"
"47","Meeker","U.S. House","7","DFL","Collin C. Peterson","1100","100.00"
"47","Meeker","State House","18A","R","Dean Urdahl","1341","100.00"
"47","Meeker","State House","18A","DFL","Justin Vold","663","65.71"
"47","Meeker","State House","18A","DFL","Robert M Wright","346","34.29"
"47","Meeker","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","57","3.82"
"47","Meeker","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","824","55.15"
"47","Meeker","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","613","41.03"
"47","Meeker","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","199","16.99"
"47","Meeker","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","410","35.01"
"47","Meeker","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","540","46.11"
"47","Meeker","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","12","1.02"
"47","Meeker","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","10","0.85"
"47","Meeker","Attorney General","","R","Doug Wardlow","595","43.15"
"47","Meeker","Attorney General","","R","Robert Lessard","230","16.68"
"47","Meeker","Attorney General","","R","Sharon Anderson","554","40.17"
"47","Meeker","Attorney General","","DFL","Mike Rothman","83","7.40"
"47","Meeker","Attorney General","","DFL","Debra Hilstrom","272","24.24"
"47","Meeker","Attorney General","","DFL","Matt Pelikan","79","7.04"
"47","Meeker","Attorney General","","DFL","Tom Foley","167","14.88"
"47","Meeker","Attorney General","","DFL","Keith Ellison","521","46.43"
"48","Mille Lacs","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","108","5.94"
"48","Mille Lacs","U.S. Senate","","R","Rae Hart Anderson","181","9.96"
"48","Mille Lacs","U.S. Senate","","R","Jim Newberger","1268","69.79"
"48","Mille Lacs","U.S. Senate","","R","Merrill Anderson","260","14.31"
"48","Mille Lacs","U.S. Senate","","DFL","Steve Carlson","48","3.00"
"48","Mille Lacs","U.S. Senate","","DFL","Stephen A. Emery","28","1.75"
"48","Mille Lacs","U.S. Senate","","DFL","Amy Klobuchar","1493","93.20"
"48","Mille Lacs","U.S. Senate","","DFL","David Robert Groves","14","0.87"
"48","Mille Lacs","U.S. Senate","","DFL","Leonard J. Richards","19","1.19"
"48","Mille Lacs","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","39","2.10"
"48","Mille Lacs","U.S. Senate","Unexpired Term","R","Bob Anderson","784","42.15"
"48","Mille Lacs","U.S. Senate","Unexpired Term","R","Karin Housley","1037","55.75"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","21","1.34"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","94","6.01"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Tina Smith","1182","75.53"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Nick Leonard","68","4.35"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","171","10.93"
"48","Mille Lacs","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","29","1.85"
"48","Mille Lacs","U.S. House","8","R","Harry Robb Welty","276","15.57"
"48","Mille Lacs","U.S. House","8","R","Pete Stauber","1497","84.43"
"48","Mille Lacs","U.S. House","8","DFL","Jason Metsa","69","4.56"
"48","Mille Lacs","U.S. House","8","DFL","Joe Radinovich","765","50.56"
"48","Mille Lacs","U.S. House","8","DFL","Soren Christian Sorensen","117","7.73"
"48","Mille Lacs","U.S. House","8","DFL","Kirsten Kennedy","336","22.21"
"48","Mille Lacs","U.S. House","8","DFL","Michelle D. Lee","226","14.94"
"48","Mille Lacs","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","52","2.65"
"48","Mille Lacs","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1164","59.33"
"48","Mille Lacs","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","746","38.02"
"48","Mille Lacs","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","263","16.39"
"48","Mille Lacs","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","635","39.56"
"48","Mille Lacs","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","678","42.24"
"48","Mille Lacs","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","17","1.06"
"48","Mille Lacs","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","12","0.75"
"48","Mille Lacs","Attorney General","","R","Doug Wardlow","781","42.61"
"48","Mille Lacs","Attorney General","","R","Robert Lessard","464","25.31"
"48","Mille Lacs","Attorney General","","R","Sharon Anderson","588","32.08"
"48","Mille Lacs","Attorney General","","DFL","Mike Rothman","74","4.79"
"48","Mille Lacs","Attorney General","","DFL","Debra Hilstrom","342","22.12"
"48","Mille Lacs","Attorney General","","DFL","Matt Pelikan","132","8.54"
"48","Mille Lacs","Attorney General","","DFL","Tom Foley","277","17.92"
"48","Mille Lacs","Attorney General","","DFL","Keith Ellison","721","46.64"
"48","Mille Lacs","County Attorney","","NP","Richard D. Osburn","377","10.82"
"48","Mille Lacs","County Attorney","","NP","Jan Jude","1369","39.29"
"48","Mille Lacs","County Attorney","","NP","Joe Walsh","1738","49.89"
"49","Morrison","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","139","4.71"
"49","Morrison","U.S. Senate","","R","Rae Hart Anderson","270","9.16"
"49","Morrison","U.S. Senate","","R","Jim Newberger","2065","70.02"
"49","Morrison","U.S. Senate","","R","Merrill Anderson","475","16.11"
"49","Morrison","U.S. Senate","","DFL","Steve Carlson","75","3.97"
"49","Morrison","U.S. Senate","","DFL","Stephen A. Emery","37","1.96"
"49","Morrison","U.S. Senate","","DFL","Amy Klobuchar","1731","91.59"
"49","Morrison","U.S. Senate","","DFL","David Robert Groves","30","1.59"
"49","Morrison","U.S. Senate","","DFL","Leonard J. Richards","17","0.90"
"49","Morrison","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","78","2.59"
"49","Morrison","U.S. Senate","Unexpired Term","R","Bob Anderson","1223","40.62"
"49","Morrison","U.S. Senate","Unexpired Term","R","Karin Housley","1710","56.79"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","29","1.57"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","153","8.28"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Tina Smith","1378","74.61"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Nick Leonard","48","2.60"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","207","11.21"
"49","Morrison","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","32","1.73"
"49","Morrison","U.S. House","8","R","Harry Robb Welty","439","14.96"
"49","Morrison","U.S. House","8","R","Pete Stauber","2495","85.04"
"49","Morrison","U.S. House","8","DFL","Jason Metsa","105","5.97"
"49","Morrison","U.S. House","8","DFL","Joe Radinovich","852","48.41"
"49","Morrison","U.S. House","8","DFL","Soren Christian Sorensen","124","7.05"
"49","Morrison","U.S. House","8","DFL","Kirsten Kennedy","360","20.45"
"49","Morrison","U.S. House","8","DFL","Michelle D. Lee","319","18.13"
"49","Morrison","State House","15B","R","Shane Mekeland","35","100.00"
"49","Morrison","State House","15B","DFL","Jessica Filiaggi","6","13.33"
"49","Morrison","State House","15B","DFL","Karla Scapanski","39","86.67"
"49","Morrison","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","140","4.35"
"49","Morrison","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1701","52.89"
"49","Morrison","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1375","42.75"
"49","Morrison","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","307","16.14"
"49","Morrison","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","820","43.11"
"49","Morrison","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","702","36.91"
"49","Morrison","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","55","2.89"
"49","Morrison","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","18","0.95"
"49","Morrison","Attorney General","","R","Doug Wardlow","1375","46.53"
"49","Morrison","Attorney General","","R","Robert Lessard","611","20.68"
"49","Morrison","Attorney General","","R","Sharon Anderson","969","32.79"
"49","Morrison","Attorney General","","DFL","Mike Rothman","126","6.90"
"49","Morrison","Attorney General","","DFL","Debra Hilstrom","408","22.34"
"49","Morrison","Attorney General","","DFL","Matt Pelikan","135","7.39"
"49","Morrison","Attorney General","","DFL","Tom Foley","379","20.76"
"49","Morrison","Attorney General","","DFL","Keith Ellison","778","42.61"
"49","Morrison","County Auditor/Treasurer","","NP","Deb Lowe","1767","35.94"
"49","Morrison","County Auditor/Treasurer","","NP","Tammy (Virnig) Giuliani","836","17.01"
"49","Morrison","County Auditor/Treasurer","","NP","Ross R Wamre","807","16.42"
"49","Morrison","County Auditor/Treasurer","","NP","Chelsey Robinson","1506","30.63"
"50","Mower","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","94","6.09"
"50","Mower","U.S. Senate","","R","Rae Hart Anderson","162","10.49"
"50","Mower","U.S. Senate","","R","Jim Newberger","1015","65.74"
"50","Mower","U.S. Senate","","R","Merrill Anderson","273","17.68"
"50","Mower","U.S. Senate","","DFL","Steve Carlson","84","3.19"
"50","Mower","U.S. Senate","","DFL","Stephen A. Emery","35","1.33"
"50","Mower","U.S. Senate","","DFL","Amy Klobuchar","2469","93.88"
"50","Mower","U.S. Senate","","DFL","David Robert Groves","21","0.80"
"50","Mower","U.S. Senate","","DFL","Leonard J. Richards","21","0.80"
"50","Mower","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","56","3.60"
"50","Mower","U.S. Senate","Unexpired Term","R","Bob Anderson","749","48.17"
"50","Mower","U.S. Senate","Unexpired Term","R","Karin Housley","750","48.23"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","27","1.06"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","168","6.57"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Tina Smith","1897","74.16"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Nick Leonard","100","3.91"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","314","12.28"
"50","Mower","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","52","2.03"
"50","Mower","U.S. House","1","R","Carla Nelson","467","28.20"
"50","Mower","U.S. House","1","R","Jim Hagedorn","1050","63.41"
"50","Mower","U.S. House","1","R","Steve Williams","101","6.10"
"50","Mower","U.S. House","1","R","Andrew Candler","38","2.29"
"50","Mower","U.S. House","1","DFL","Dan Feehan","2021","84.81"
"50","Mower","U.S. House","1","DFL","Colin ""Coke"" Minehart","362","15.19"
"50","Mower","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","75","4.45"
"50","Mower","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","796","47.18"
"50","Mower","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","816","48.37"
"50","Mower","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","276","10.43"
"50","Mower","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","274","10.36"
"50","Mower","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","2056","77.73"
"50","Mower","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","25","0.95"
"50","Mower","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","14","0.53"
"50","Mower","Attorney General","","R","Doug Wardlow","651","42.25"
"50","Mower","Attorney General","","R","Robert Lessard","381","24.72"
"50","Mower","Attorney General","","R","Sharon Anderson","509","33.03"
"50","Mower","Attorney General","","DFL","Mike Rothman","197","7.90"
"50","Mower","Attorney General","","DFL","Debra Hilstrom","619","24.82"
"50","Mower","Attorney General","","DFL","Matt Pelikan","238","9.54"
"50","Mower","Attorney General","","DFL","Tom Foley","476","19.09"
"50","Mower","Attorney General","","DFL","Keith Ellison","964","38.65"
"50","Mower","County Commissioner District 3","03","NP","Loren ""crow"" Bellrichard","72","6.88"
"50","Mower","County Commissioner District 3","03","NP","Duane Felt","92","8.79"
"50","Mower","County Commissioner District 3","03","NP","Jerry Reinartz","683","65.23"
"50","Mower","County Commissioner District 3","03","NP","Penra Grimley","200","19.10"
"50","Mower","County Auditor/Treasurer","","NP","Steve Reinartz","1225","29.82"
"50","Mower","County Auditor/Treasurer","","NP","Scott A. Felten","1947","47.40"
"50","Mower","County Auditor/Treasurer","","NP","Donna Welsh","936","22.78"
"51","Murray","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","82","6.68"
"51","Murray","U.S. Senate","","R","Rae Hart Anderson","153","12.46"
"51","Murray","U.S. Senate","","R","Jim Newberger","679","55.29"
"51","Murray","U.S. Senate","","R","Merrill Anderson","314","25.57"
"51","Murray","U.S. Senate","","DFL","Steve Carlson","62","5.47"
"51","Murray","U.S. Senate","","DFL","Stephen A. Emery","15","1.32"
"51","Murray","U.S. Senate","","DFL","Amy Klobuchar","1023","90.29"
"51","Murray","U.S. Senate","","DFL","David Robert Groves","20","1.77"
"51","Murray","U.S. Senate","","DFL","Leonard J. Richards","13","1.15"
"51","Murray","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","44","3.56"
"51","Murray","U.S. Senate","Unexpired Term","R","Bob Anderson","679","54.98"
"51","Murray","U.S. Senate","Unexpired Term","R","Karin Housley","512","41.46"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","39","3.60"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","146","13.48"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Tina Smith","699","64.54"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Nick Leonard","114","10.53"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","70","6.46"
"51","Murray","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","15","1.39"
"51","Murray","U.S. House","7","R","Dave Hughes","787","66.08"
"51","Murray","U.S. House","7","R","Matt Prosch","404","33.92"
"51","Murray","U.S. House","7","DFL","Collin C. Peterson","1065","100.00"
"51","Murray","State House","22A","R","Joe Schomacker","1228","100.00"
"51","Murray","State House","22A","DFL","Maxwell Kaufman","648","61.31"
"51","Murray","State House","22A","DFL","Brian Abrahamson","409","38.69"
"51","Murray","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","114","8.48"
"51","Murray","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","453","33.68"
"51","Murray","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","778","57.84"
"51","Murray","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","121","10.76"
"51","Murray","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","279","24.80"
"51","Murray","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","689","61.24"
"51","Murray","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","28","2.49"
"51","Murray","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","8","0.71"
"51","Murray","Attorney General","","R","Doug Wardlow","464","37.66"
"51","Murray","Attorney General","","R","Robert Lessard","255","20.70"
"51","Murray","Attorney General","","R","Sharon Anderson","513","41.64"
"51","Murray","Attorney General","","DFL","Mike Rothman","101","9.54"
"51","Murray","Attorney General","","DFL","Debra Hilstrom","278","26.25"
"51","Murray","Attorney General","","DFL","Matt Pelikan","61","5.76"
"51","Murray","Attorney General","","DFL","Tom Foley","263","24.83"
"51","Murray","Attorney General","","DFL","Keith Ellison","356","33.62"
"51","Murray","County Commissioner District 3","03","NP","Roger A. Lindmeier","77","13.73"
"51","Murray","County Commissioner District 3","03","NP","Dennis Welgraven","298","53.12"
"51","Murray","County Commissioner District 3","03","NP","Tim Gass","79","14.08"
"51","Murray","County Commissioner District 3","03","NP","Sarah Rylaarsdam","107","19.07"
"51","Murray","County Commissioner District 4","04","NP","Patricia Pagel","44","6.77"
"51","Murray","County Commissioner District 4","04","NP","Aarron Mollema","30","4.62"
"51","Murray","County Commissioner District 4","04","NP","Jim Kluis","384","59.08"
"51","Murray","County Commissioner District 4","04","NP","Wayne Mollema","18","2.77"
"51","Murray","County Commissioner District 4","04","NP","Glenn (Corky) Kluis","174","26.77"
"51","Murray","County Sheriff","","NP","Jeremy Steinle","208","7.56"
"51","Murray","County Sheriff","","NP","Paul Kenney","693","25.20"
"51","Murray","County Sheriff","","NP","Randy Donahue","255","9.27"
"51","Murray","County Sheriff","","NP","Steve Telkamp","1594","57.96"
"52","Nicollet","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","75","4.29"
"52","Nicollet","U.S. Senate","","R","Rae Hart Anderson","190","10.86"
"52","Nicollet","U.S. Senate","","R","Jim Newberger","1130","64.57"
"52","Nicollet","U.S. Senate","","R","Merrill Anderson","355","20.29"
